CustomerNo,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment,RFM_Score,Segment
13706.0,303,20,2276.31,1,2,2,122,5,Churned
13707.0,268,48,4424.22,1,2,2,122,5,Churned
13708.0,272,50,3333.08,1,2,2,122,5,Churned
13709.0,4,336,40338.64,4,4,4,444,12,Loyal
13710.0,32,8,1988.72,3,1,2,312,6,At Risk
13711.0,219,13,1693.32,1,1,1,111,3,Churned
13712.0,247,10,3842.82,1,1,2,112,4,Churned
13713.0,213,2,60.309999999999995,1,1,1,111,3,Churned
13714.0,278,43,1071.76,1,2,1,121,4,Churned
13715.0,282,105,6501.639999999999,1,3,3,133,7,At Risk
13716.0,73,207,5507.2,2,4,3,243,9,Potential
13717.0,33,272,26411.5,3,4,4,344,11,Loyal
13718.0,247,12,2087.2799999999997,1,1,2,112,4,Churned
13719.0,16,323,14928.81,4,4,4,444,12,Loyal
13720.0,117,42,5905.77,2,2,3,223,7,At Risk
13721.0,37,28,3776.0499999999997,3,2,2,322,7,At Risk
13722.0,132,85,16069.5,2,3,4,234,9,Potential
13723.0,218,6,645.54,1,1,1,111,3,Churned
13725.0,50,131,18889.1,3,4,4,344,11,Loyal
13726.0,39,42,11849.18,3,2,3,323,8,Potential
13727.0,29,20,2002.1499999999999,3,2,2,322,7,At Risk
13728.0,37,63,5735.32,3,3,3,333,9,Potential
13730.0,136,43,5713.42,2,2,3,223,7,At Risk
13731.0,220,38,3474.97,1,2,2,122,5,Churned
13732.0,29,33,5607.86,3,2,3,323,8,Potential
13735.0,25,243,15611.4,3,4,4,344,11,Loyal
13736.0,6,191,4374.55,4,4,2,442,10,Loyal
13737.0,201,30,1629.1200000000001,1,2,1,121,4,Churned
13739.0,19,3,775.62,4,1,1,411,6,At Risk
13740.0,241,23,4715.7300000000005,1,2,2,122,5,Churned
13741.0,72,34,2919.33,2,2,2,222,6,At Risk
13742.0,17,321,13886.380000000001,4,4,4,444,12,Loyal
13743.0,3,68,18820.77,4,3,4,434,11,Loyal
13744.0,96,72,13987.42,2,3,4,234,9,Potential
13745.0,163,25,5391.32,1,2,3,123,6,At Risk
13746.0,15,97,9072.800000000001,4,3,3,433,10,Loyal
13747.0,354,12,390.75,1,1,1,111,3,Churned
13748.0,96,28,5470.82,2,2,3,223,7,At Risk
13750.0,54,214,54837.85,3,4,4,344,11,Loyal
13751.0,289,11,1296.44,1,1,1,111,3,Churned
13752.0,125,75,10154.0,2,3,3,233,8,Potential
13753.0,288,35,6007.46,1,2,3,123,6,At Risk
13754.0,4,84,9519.51,4,3,3,433,10,Loyal
13755.0,4,343,15927.96,4,4,4,444,12,Loyal
13756.0,3,142,35456.83,4,4,4,444,12,Loyal
13758.0,12,117,20124.51,4,3,4,434,11,Loyal
13759.0,34,25,3617.16,3,2,2,322,7,At Risk
13760.0,55,57,2313.1,2,3,2,232,7,At Risk
13761.0,51,71,7261.91,3,3,3,333,9,Potential
13762.0,219,7,3102.72,1,1,2,112,4,Churned
13763.0,64,15,9219.76,2,1,3,213,6,At Risk
13764.0,71,207,10709.77,2,4,3,243,9,Potential
13766.0,205,63,1651.31,1,3,1,131,5,Churned
13767.0,3,469,98939.8,4,4,4,444,12,Loyal
13768.0,19,525,16127.5,4,4,4,444,12,Loyal
13769.0,3,135,13953.19,4,4,4,444,12,Loyal
13771.0,65,119,17478.03,2,3,4,234,9,Potential
13772.0,34,177,6406.63,3,4,3,343,10,Loyal
13773.0,290,1,15.02,1,1,1,111,3,Churned
13774.0,82,22,2321.35,2,2,2,222,6,At Risk
13775.0,143,1,11.53,2,1,1,211,4,Churned
13777.0,1,877,150785.02,4,4,4,444,12,Loyal
13778.0,104,45,1711.8799999999999,2,2,1,221,5,Churned
13780.0,8,63,2926.61,4,3,2,432,9,Potential
13781.0,251,17,438.48,1,1,1,111,3,Churned
13782.0,13,115,4170.63,4,3,2,432,9,Potential
13784.0,10,31,27892.46,4,2,4,424,10,Loyal
13785.0,102,3,79.01,2,1,1,211,4,Churned
13786.0,368,7,1629.9199999999998,1,1,1,111,3,Churned
13787.0,76,31,3770.33,2,2,2,222,6,At Risk
13790.0,5,45,4579.84,4,2,2,422,8,Potential
13791.0,128,11,9126.0,2,1,3,213,6,At Risk
13792.0,67,13,1143.31,2,1,1,211,4,Churned
13798.0,2,349,248927.53,4,4,4,444,12,Loyal
13799.0,117,49,4942.19,2,2,3,223,7,At Risk
13800.0,310,33,3964.64,1,2,2,122,5,Churned
13801.0,67,23,2054.58,2,2,2,222,6,At Risk
13802.0,139,60,25749.8,2,3,4,234,9,Potential
13803.0,256,17,1524.14,1,1,1,111,3,Churned
13804.0,31,137,18055.27,3,4,4,344,11,Loyal
13805.0,53,13,20420.4,3,1,4,314,8,Potential
13806.0,64,10,836.74,2,1,1,211,4,Churned
13807.0,368,7,484.38,1,1,1,111,3,Churned
13808.0,6,76,8921.78,4,3,3,433,10,Loyal
13809.0,306,12,456.12,1,1,1,111,3,Churned
13810.0,29,32,3994.81,3,2,2,322,7,At Risk
13811.0,184,10,1178.73,1,1,1,111,3,Churned
13812.0,43,249,11041.64,3,4,3,343,10,Loyal
13813.0,40,62,6546.59,3,3,3,333,9,Potential
13814.0,93,57,10473.439999999999,2,3,3,233,8,Potential
13815.0,23,173,27392.05,3,4,4,344,11,Loyal
13816.0,24,26,3228.18,3,2,2,322,7,At Risk
13817.0,30,22,2345.98,3,2,2,322,7,At Risk
13819.0,302,36,11515.72,1,2,3,123,6,At Risk
13821.0,145,59,1777.87,2,3,1,231,6,At Risk
13822.0,6,96,6354.8099999999995,4,3,3,433,10,Loyal
13823.0,19,40,5480.74,4,2,3,423,9,Potential
13824.0,33,46,8956.25,3,2,3,323,8,Potential
13825.0,353,3,34.87,1,1,1,111,3,Churned
13826.0,177,73,3163.12,1,3,2,132,6,At Risk
13827.0,58,93,1867.47,2,3,2,232,7,At Risk
13828.0,23,54,3921.1099999999997,3,3,2,332,8,Potential
13831.0,17,74,9101.84,4,3,3,433,10,Loyal
13832.0,20,134,17632.22,3,4,4,344,11,Loyal
13833.0,15,274,7387.6,4,4,3,443,11,Loyal
13835.0,26,270,10333.31,3,4,3,343,10,Loyal
13837.0,212,19,2116.37,1,1,2,112,4,Churned
13838.0,6,173,2785.96,4,4,2,442,10,Loyal
13839.0,353,2,26.34,1,1,1,111,3,Churned
13841.0,102,74,6867.86,2,3,3,233,8,Potential
13842.0,15,216,21479.72,4,4,4,444,12,Loyal
13844.0,12,20,1213.24,4,2,1,421,7,At Risk
13845.0,65,9,2185.9399999999996,2,1,2,212,5,Churned
13846.0,25,55,4863.36,3,3,3,333,9,Potential
13847.0,102,4,95.72,2,1,1,211,4,Churned
13848.0,93,5,39218.0,2,1,4,214,7,At Risk
13849.0,52,101,11748.539999999999,3,3,3,333,9,Potential
13850.0,130,93,10082.46,2,3,3,233,8,Potential
13851.0,96,81,20194.78,2,3,4,234,9,Potential
13853.0,58,23,4191.06,2,2,2,222,6,At Risk
13854.0,9,110,30706.24,4,3,4,434,11,Loyal
13856.0,169,14,5462.42,1,1,3,113,5,Churned
13857.0,205,11,1735.48,1,1,1,111,3,Churned
13858.0,58,11,990.23,2,1,1,211,4,Churned
13859.0,327,28,1528.3,1,2,1,121,4,Churned
13860.0,2,76,5269.3,4,3,3,433,10,Loyal
13862.0,19,141,18764.93,4,4,4,444,12,Loyal
13863.0,248,20,2543.92,1,2,2,122,5,Churned
13864.0,159,46,5233.44,1,2,3,123,6,At Risk
13865.0,59,177,8217.03,2,4,3,243,9,Potential
13866.0,75,7,733.42,2,1,1,211,4,Churned
13867.0,32,61,5924.85,3,3,3,333,9,Potential
13868.0,8,33,14315.02,4,2,4,424,10,Loyal
13869.0,124,402,24346.91,2,4,4,244,10,Loyal
13870.0,3,115,15732.68,4,3,4,434,11,Loyal
13871.0,23,446,36406.34,3,4,4,344,11,Loyal
13873.0,120,23,1834.3400000000001,2,2,1,221,5,Churned
13874.0,359,18,2398.74,1,1,2,112,4,Churned
13875.0,54,104,14111.67,3,3,4,334,10,Loyal
13876.0,64,7,494.72,2,1,1,211,4,Churned
13877.0,87,3,1227.6,2,1,1,211,4,Churned
13878.0,55,36,6181.96,2,2,3,223,7,At Risk
13880.0,22,165,22000.28,3,4,4,344,11,Loyal
13881.0,4,178,111928.37999999999,4,4,4,444,12,Loyal
13882.0,3,65,8586.57,4,3,3,433,10,Loyal
13883.0,11,142,14502.18,4,4,4,444,12,Loyal
13884.0,8,59,3344.5699999999997,4,3,2,432,9,Potential
13885.0,190,28,2384.75,1,2,2,122,5,Churned
13886.0,72,16,1540.98,2,1,1,211,4,Churned
13887.0,205,19,1865.03,1,1,2,112,4,Churned
13888.0,120,40,3265.03,2,2,2,222,6,At Risk
13889.0,93,15,1923.53,2,1,2,212,5,Churned
13890.0,2,264,14671.289999999999,4,4,4,444,12,Loyal
13892.0,27,36,10979.14,3,2,3,323,8,Potential
13893.0,298,21,2788.7,1,2,2,122,5,Churned
13894.0,24,280,13449.869999999999,3,4,4,344,11,Loyal
13895.0,29,118,16528.52,3,3,4,334,10,Loyal
13896.0,242,2,27.36,1,1,1,111,3,Churned
13897.0,51,17,2299.56,3,1,2,312,6,At Risk
13898.0,65,265,8857.76,2,4,3,243,9,Potential
13899.0,17,19,1802.62,4,1,1,411,6,At Risk
13900.0,142,45,5128.45,2,2,3,223,7,At Risk
13901.0,73,152,20973.73,2,4,4,244,10,Loyal
13904.0,38,26,3743.58,3,2,2,322,7,At Risk
13906.0,312,178,6911.11,1,4,3,143,8,Potential
13908.0,80,121,17477.29,2,3,4,234,9,Potential
13911.0,58,148,30575.78,2,4,4,244,10,Loyal
13914.0,12,33,3156.39,4,2,2,422,8,Potential
13916.0,39,11,186.89,3,1,1,311,5,Churned
13917.0,50,18,2615.5,3,1,2,312,6,At Risk
13918.0,50,30,12929.92,3,2,4,324,9,Potential
13919.0,60,26,5195.42,2,2,3,223,7,At Risk
13922.0,352,7,1129.72,1,1,1,111,3,Churned
13923.0,54,361,13041.5,3,4,4,344,11,Loyal
13924.0,2,117,13751.0,4,3,4,434,11,Loyal
13925.0,93,41,4087.53,2,2,2,222,6,At Risk
13926.0,24,11,1295.26,3,1,1,311,5,Churned
13927.0,75,21,2303.44,2,2,2,222,6,At Risk
13928.0,11,28,1683.76,4,2,1,421,7,At Risk
13929.0,170,9,2329.36,1,1,2,112,4,Churned
13930.0,58,17,3153.7799999999997,2,1,2,212,5,Churned
13931.0,96,58,7835.32,2,3,3,233,8,Potential
13932.0,295,16,1052.85,1,1,1,111,3,Churned
13933.0,110,23,2725.2,2,2,2,222,6,At Risk
13934.0,264,31,4942.39,1,2,3,123,6,At Risk
13936.0,178,35,4184.39,1,2,2,122,5,Churned
13937.0,170,9,1423.44,1,1,1,111,3,Churned
13938.0,36,7,790.88,3,1,1,311,5,Churned
13939.0,24,45,9264.45,3,2,3,323,8,Potential
13940.0,13,120,10167.630000000001,4,3,3,433,10,Loyal
13941.0,22,45,29471.02,3,2,4,324,9,Potential
13946.0,80,11,5115.68,2,1,3,213,6,At Risk
13947.0,27,207,9025.62,3,4,3,343,10,Loyal
13948.0,361,3,514.6,1,1,1,111,3,Churned
13949.0,3,379,30393.34,4,4,4,444,12,Loyal
13950.0,12,34,3169.86,4,2,2,422,8,Potential
13951.0,177,46,5500.99,1,2,3,123,6,At Risk
13952.0,86,360,27363.08,2,4,4,244,10,Loyal
13953.0,8,20,29945.4,4,2,4,424,10,Loyal
13954.0,2,25,1358.69,4,2,1,421,7,At Risk
13955.0,121,384,35765.21,2,4,4,244,10,Loyal
13956.0,6,152,5705.06,4,4,3,443,11,Loyal
13957.0,197,20,421.3,1,2,1,121,4,Churned
13958.0,352,509,28224.29,1,4,4,144,9,Potential
13959.0,80,92,4271.96,2,3,2,232,7,At Risk
13960.0,22,12,1691.48,3,1,1,311,5,Churned
13962.0,22,11,1065.54,3,1,1,311,5,Churned
13963.0,233,39,5564.08,1,2,3,123,6,At Risk
13967.0,146,2,513.18,2,1,1,211,4,Churned
13969.0,8,626,46665.35,4,4,4,444,12,Loyal
13971.0,19,149,20567.21,4,4,4,444,12,Loyal
13972.0,71,94,7422.17,2,3,3,233,8,Potential
13973.0,288,11,1327.31,1,1,1,111,3,Churned
13974.0,50,28,2726.87,3,2,2,322,7,At Risk
13975.0,32,338,19502.15,3,4,4,344,11,Loyal
13976.0,207,10,1945.26,1,1,2,112,4,Churned
13977.0,267,64,1712.55,1,3,1,131,5,Churned
13978.0,15,15,3337.28,4,1,2,412,7,At Risk
13979.0,74,54,6698.66,2,3,3,233,8,Potential
13980.0,61,11,1968.0600000000002,2,1,2,212,5,Churned
13982.0,40,111,13499.4,3,3,4,334,10,Loyal
13983.0,30,107,14792.97,3,3,4,334,10,Loyal
13984.0,27,16,7904.620000000001,3,1,3,313,7,At Risk
13985.0,5,351,35035.54,4,4,4,444,12,Loyal
13986.0,18,13,4735.759999999999,4,1,2,412,7,At Risk
13988.0,20,234,34906.85,3,4,4,344,11,Loyal
13989.0,66,41,14169.75,2,2,4,224,8,Potential
13990.0,214,27,2409.04,1,2,2,122,5,Churned
13991.0,13,83,9113.04,4,3,3,433,10,Loyal
13992.0,31,8,772.66,3,1,1,311,5,Churned
13993.0,43,120,12568.539999999999,3,3,4,334,10,Loyal
13994.0,4,155,11786.41,4,4,3,443,11,Loyal
13995.0,16,89,8436.83,4,3,3,433,10,Loyal
13999.0,11,247,24403.9,4,4,4,444,12,Loyal
14000.0,141,233,14206.01,2,4,4,244,10,Loyal
14001.0,46,39,9352.28,3,2,3,323,8,Potential
14002.0,135,48,9544.43,2,2,3,223,7,At Risk
14004.0,44,172,28123.01,3,4,4,344,11,Loyal
14005.0,10,138,23383.99,4,4,4,444,12,Loyal
14006.0,116,71,6434.95,2,3,3,233,8,Potential
14009.0,199,48,4271.24,1,2,2,122,5,Churned
14012.0,278,11,1977.2399999999998,1,1,2,112,4,Churned
14013.0,111,34,4973.74,2,2,3,223,7,At Risk
14014.0,78,39,11547.220000000001,2,2,3,223,7,At Risk
14015.0,53,20,4815.06,3,2,2,322,7,At Risk
14016.0,162,159,26119.899999999998,1,4,4,144,9,Potential
14018.0,110,2,55.599999999999994,2,1,1,211,4,Churned
14019.0,47,66,12087.06,3,3,4,334,10,Loyal
14020.0,17,39,4074.1099999999997,4,2,2,422,8,Potential
14021.0,156,22,2615.32,2,2,2,222,6,At Risk
14022.0,226,28,5442.76,1,2,3,123,6,At Risk
14023.0,8,31,3072.97,4,2,2,422,8,Potential
14024.0,122,16,1625.5,2,1,1,211,4,Churned
14025.0,267,1,14.09,1,1,1,111,3,Churned
14027.0,61,6,742.96,2,1,1,211,4,Churned
14029.0,64,15,2508.62,2,1,2,212,5,Churned
14030.0,19,243,17571.76,4,4,4,444,12,Loyal
14031.0,8,244,74320.62,4,4,4,444,12,Loyal
14032.0,3,143,22796.67,4,4,4,444,12,Loyal
14034.0,23,89,5003.469999999999,3,3,3,333,9,Potential
14035.0,29,65,8999.03,3,3,3,333,9,Potential
14036.0,285,38,3266.67,1,2,2,122,5,Churned
14037.0,177,28,610.31,1,2,1,121,4,Churned
14038.0,79,92,9013.02,2,3,3,233,8,Potential
14039.0,34,46,1834.58,3,2,1,321,6,At Risk
14040.0,41,235,16486.61,3,4,4,344,11,Loyal
14041.0,267,21,1108.37,1,2,1,121,4,Churned
14042.0,158,27,536.73,1,2,1,121,4,Churned
14044.0,27,208,3606.45,3,4,2,342,9,Potential
14045.0,110,6,7183.66,2,1,3,213,6,At Risk
14046.0,285,13,4696.57,1,1,2,112,4,Churned
14047.0,9,32,4384.150000000001,4,2,2,422,8,Potential
14048.0,306,85,3372.11,1,3,2,132,6,At Risk
14049.0,17,488,35608.19,4,4,4,444,12,Loyal
14050.0,32,54,7428.4,3,3,3,333,9,Potential
14051.0,1,198,45799.990000000005,4,4,4,444,12,Loyal
14052.0,20,56,1047.99,3,3,1,331,7,At Risk
14053.0,125,4,2470.75,2,1,2,212,5,Churned
14054.0,66,6,431.7,2,1,1,211,4,Churned
14055.0,107,12,2973.58,2,1,2,212,5,Churned
14056.0,2,1113,48262.27,4,4,4,444,12,Loyal
14057.0,24,284,53914.5,3,4,4,344,11,Loyal
14059.0,267,8,1500.04,1,1,1,111,3,Churned
14060.0,5,202,60410.58,4,4,4,444,12,Loyal
14062.0,10,108,58384.630000000005,4,3,4,434,11,Loyal
14064.0,30,80,19708.96,3,3,4,334,10,Loyal
14066.0,18,16,1009.27,4,1,1,411,6,At Risk
14067.0,64,52,4065.6,2,3,2,232,7,At Risk
14068.0,321,24,1020.65,1,2,1,121,4,Churned
14070.0,360,4,286.91999999999996,1,1,1,111,3,Churned
14071.0,4,322,10502.31,4,4,3,443,11,Loyal
14072.0,93,4,100.2,2,1,1,211,4,Churned
14073.0,33,13,1487.3400000000001,3,1,1,311,5,Churned
14075.0,5,43,7542.58,4,2,3,423,9,Potential
14076.0,130,46,944.1,2,2,1,221,5,Churned
14077.0,41,42,3228.79,3,2,2,322,7,At Risk
14078.0,102,65,4253.02,2,3,2,232,7,At Risk
14079.0,125,12,3469.39,2,1,2,212,5,Churned
14080.0,33,52,1791.61,3,3,1,331,7,At Risk
14081.0,303,153,7066.51,1,4,3,143,8,Potential
14082.0,58,223,7380.01,2,4,3,243,9,Potential
14083.0,5,206,7546.7699999999995,4,4,3,443,11,Loyal
14084.0,32,3,48.53,3,1,1,311,5,Churned
14085.0,3,491,34465.37,4,4,4,444,12,Loyal
14087.0,3,69,1700.99,4,3,1,431,8,Potential
14088.0,11,588,152390.56,4,4,4,444,12,Loyal
14089.0,57,14,1538.6,2,1,1,211,4,Churned
14090.0,325,1,816.48,1,1,1,111,3,Churned
14092.0,8,214,23915.739999999998,4,4,4,444,12,Loyal
14093.0,13,105,2801.64,4,3,2,432,9,Potential
14096.0,5,5093,177814.26,4,4,4,444,12,Loyal
14097.0,51,135,4201.71,3,4,2,342,9,Potential
14098.0,37,21,1210.81,3,2,1,321,6,At Risk
14099.0,17,249,24958.73,4,4,4,444,12,Loyal
14100.0,138,26,855.72,2,2,1,221,5,Churned
14101.0,74,35,77295.36,2,2,4,224,8,Potential
14102.0,6,79,9737.34,4,3,3,433,10,Loyal
14104.0,155,21,870.83,2,2,1,221,5,Churned
14105.0,240,74,9497.01,1,3,3,133,7,At Risk
14107.0,52,121,20435.76,3,3,4,334,10,Loyal
14108.0,31,34,4517.87,3,2,2,322,7,At Risk
14109.0,73,9,1049.7,2,1,1,211,4,Churned
14110.0,4,156,27970.59,4,4,4,444,12,Loyal
14111.0,15,9,3951.41,4,1,2,412,7,At Risk
14112.0,23,160,16971.41,3,4,4,344,11,Loyal
14113.0,4,34,8344.48,4,2,3,423,9,Potential
14114.0,274,15,1431.34,1,1,1,111,3,Churned
14115.0,193,64,4686.71,1,3,2,132,6,At Risk
14116.0,20,72,8663.42,3,3,3,333,9,Potential
14117.0,144,3,830.1599999999999,2,1,1,211,4,Churned
14119.0,57,74,8343.07,2,3,3,233,8,Potential
14121.0,4,159,18803.6,4,4,4,444,12,Loyal
14124.0,85,5,17016.46,2,1,4,214,7,At Risk
14125.0,11,167,17978.93,4,4,4,444,12,Loyal
14126.0,8,14,3074.67,4,1,2,412,7,At Risk
14127.0,123,60,3781.58,2,3,2,232,7,At Risk
14128.0,61,46,6364.96,2,2,3,223,7,At Risk
14129.0,2,52,6714.0,4,3,3,433,10,Loyal
14130.0,320,67,3127.94,1,3,2,132,6,At Risk
14132.0,3,200,35399.63,4,4,4,444,12,Loyal
14133.0,130,28,4187.44,2,2,2,222,6,At Risk
14135.0,2,135,43102.87,4,4,4,444,12,Loyal
14137.0,319,3,164.07999999999998,1,1,1,111,3,Churned
14138.0,2,47,6037.79,4,2,3,423,9,Potential
14139.0,47,26,5653.62,3,2,3,323,8,Potential
14140.0,4,66,7784.54,4,3,3,433,10,Loyal
14141.0,3,40,4112.4,4,2,2,422,8,Potential
14142.0,374,22,3528.16,1,2,2,122,5,Churned
14143.0,134,7,426.12,2,1,1,211,4,Churned
14145.0,47,8,7905.120000000001,3,1,3,313,7,At Risk
14146.0,8,282,32019.31,4,4,4,444,12,Loyal
14147.0,79,5,1602.28,2,1,1,211,4,Churned
14148.0,8,71,1020.51,4,3,1,431,8,Potential
14149.0,17,309,9331.08,4,4,3,443,11,Loyal
14150.0,22,120,27122.37,3,3,4,334,10,Loyal
14152.0,76,49,7862.0,2,2,3,223,7,At Risk
14154.0,240,52,6144.86,1,3,3,133,7,At Risk
14155.0,267,5,328.9,1,1,1,111,3,Churned
14156.0,10,1385,694965.02,4,4,4,444,12,Loyal
14157.0,20,48,3354.49,3,2,2,322,7,At Risk
14158.0,41,41,8275.56,3,2,3,323,8,Potential
14159.0,20,1200,47251.87,3,4,4,344,11,Loyal
14160.0,285,4,41.0,1,1,1,111,3,Churned
14161.0,216,108,5685.73,1,3,3,133,7,At Risk
14162.0,174,25,1752.01,1,2,1,121,4,Churned
14163.0,88,50,11430.58,2,2,3,223,7,At Risk
14164.0,71,80,11711.539999999999,2,3,3,233,8,Potential
14165.0,276,25,679.02,1,2,1,121,4,Churned
14167.0,40,52,2127.11,3,3,2,332,8,Potential
14168.0,256,34,907.25,1,2,1,121,4,Churned
14171.0,99,58,2084.49,2,3,2,232,7,At Risk
14173.0,11,29,1441.76,4,2,1,421,7,At Risk
14174.0,34,26,1088.92,3,2,1,321,6,At Risk
14175.0,60,149,18830.13,2,4,4,244,10,Loyal
14176.0,43,42,2854.14,3,2,2,322,7,At Risk
14177.0,87,42,2674.34,2,2,2,222,6,At Risk
14178.0,9,325,14659.93,4,4,4,444,12,Loyal
14179.0,41,164,4043.18,3,4,2,342,9,Potential
14180.0,11,240,11978.6,4,4,4,444,12,Loyal
14181.0,247,7,84.64,1,1,1,111,3,Churned
14184.0,67,24,1766.0,2,2,1,221,5,Churned
14185.0,332,3,264.1,1,1,1,111,3,Churned
14186.0,339,2,59.39,1,1,1,111,3,Churned
14188.0,31,66,9871.91,3,3,3,333,9,Potential
14189.0,3,265,42353.5,4,4,4,444,12,Loyal
14191.0,2,259,35380.97,4,4,4,444,12,Loyal
14193.0,68,248,12182.42,2,4,4,244,10,Loyal
14194.0,5,743,71834.95,4,4,4,444,12,Loyal
14195.0,120,203,13899.56,2,4,4,244,10,Loyal
14196.0,107,6,1799.04,2,1,1,211,4,Churned
14198.0,19,39,3691.02,4,2,2,422,8,Potential
14199.0,219,2,476.96,1,1,1,111,3,Churned
14200.0,309,53,1371.41,1,3,1,131,5,Churned
14201.0,61,37,6752.7,2,2,3,223,7,At Risk
14202.0,296,47,1060.34,1,2,1,121,4,Churned
14203.0,256,138,78231.14,1,4,4,144,9,Potential
14204.0,3,44,507.58000000000004,4,2,1,421,7,At Risk
14205.0,17,88,3479.7599999999998,4,3,2,432,9,Potential
14206.0,240,72,4505.47,1,3,2,132,6,At Risk
14208.0,95,10,1323.8999999999999,2,1,1,211,4,Churned
14209.0,11,384,17436.44,4,4,4,444,12,Loyal
14210.0,106,102,9742.09,2,3,3,233,8,Potential
14211.0,54,112,13859.67,3,3,4,334,10,Loyal
14212.0,90,9,11732.72,2,1,3,213,6,At Risk
14214.0,31,285,14696.08,3,4,4,344,11,Loyal
14215.0,12,108,12958.92,4,3,4,434,11,Loyal
14216.0,4,58,5248.0,4,3,3,433,10,Loyal
14217.0,2,100,8174.25,4,3,3,433,10,Loyal
14218.0,43,12,1689.66,3,1,1,311,5,Churned
14219.0,5,7,564.72,4,1,1,411,6,At Risk
14220.0,248,22,3449.67,1,2,2,122,5,Churned
14221.0,43,193,25920.42,3,4,4,344,11,Loyal
14222.0,178,41,6616.25,1,2,3,123,6,At Risk
14223.0,93,60,7011.7,2,3,3,233,8,Potential
14224.0,92,120,6386.22,2,3,3,233,8,Potential
14226.0,29,67,15696.76,3,3,4,334,10,Loyal
14227.0,27,175,18533.82,3,4,4,344,11,Loyal
14229.0,52,40,7838.16,3,2,3,323,8,Potential
14231.0,184,50,4652.71,1,2,2,122,5,Churned
14232.0,43,313,25683.38,3,4,4,344,11,Loyal
14233.0,50,35,8409.51,3,2,3,323,8,Potential
14234.0,23,388,17580.89,3,4,4,344,11,Loyal
14235.0,76,79,20930.22,2,3,4,234,9,Potential
14236.0,81,19,3925.52,2,1,2,212,5,Churned
14237.0,309,116,8650.66,1,3,3,133,7,At Risk
14238.0,327,8,1288.33,1,1,1,111,3,Churned
14239.0,44,114,11287.18,3,3,3,333,9,Potential
14240.0,31,42,5196.67,3,2,3,323,8,Potential
14241.0,184,10,1715.1,1,1,1,111,3,Churned
14242.0,235,16,1425.13,1,1,1,111,3,Churned
14243.0,9,293,18738.8,4,4,4,444,12,Loyal
14245.0,220,108,11678.2,1,3,3,133,7,At Risk
14246.0,111,75,9631.6,2,3,3,233,8,Potential
14247.0,279,20,621.84,1,2,1,121,4,Churned
14248.0,319,8,1355.5,1,1,1,111,3,Churned
14249.0,239,3,46.529999999999994,1,1,1,111,3,Churned
14250.0,8,111,11971.93,4,3,4,434,11,Loyal
14251.0,2,78,16311.6,4,3,4,434,11,Loyal
14253.0,176,2,42.67,1,1,1,111,3,Churned
14255.0,339,234,6067.87,1,4,3,143,8,Potential
14256.0,261,53,5235.91,1,3,3,133,7,At Risk
14257.0,57,316,23985.3,2,4,4,244,10,Loyal
14258.0,10,109,75235.94,4,3,4,434,11,Loyal
14259.0,142,5,819.92,2,1,1,211,4,Churned
14261.0,51,52,4976.54,3,3,3,333,9,Potential
14262.0,9,143,17658.899999999998,4,4,4,444,12,Loyal
14264.0,155,17,1059.74,2,1,1,211,4,Churned
14265.0,110,32,3941.16,2,2,2,222,6,At Risk
14267.0,163,55,6986.22,1,3,3,133,7,At Risk
14270.0,37,30,2537.47,3,2,2,322,7,At Risk
14271.0,226,10,1017.0999999999999,1,1,1,111,3,Churned
14272.0,74,33,6466.18,2,2,3,223,7,At Risk
14273.0,52,29,2474.77,3,2,2,322,7,At Risk
14276.0,99,239,12088.38,2,4,4,244,10,Loyal
14277.0,16,224,18928.86,4,4,4,444,12,Loyal
14280.0,197,8,670.33,1,1,1,111,3,Churned
14282.0,4,156,24948.46,4,4,4,444,12,Loyal
14284.0,31,32,2260.37,3,2,2,322,7,At Risk
14285.0,22,79,8901.89,3,3,3,333,9,Potential
14286.0,24,350,52438.51,3,4,4,344,11,Loyal
14287.0,9,9,2577.51,4,1,2,412,7,At Risk
14288.0,214,16,2364.3,1,1,2,112,4,Churned
14289.0,9,47,3789.48,4,2,2,422,8,Potential
14290.0,12,101,11028.26,4,3,3,433,10,Loyal
14291.0,2,304,34318.25,4,4,4,444,12,Loyal
14292.0,8,98,17931.26,4,3,4,434,11,Loyal
14293.0,4,61,6579.12,4,3,3,433,10,Loyal
14295.0,41,5,1031.16,3,1,1,311,5,Churned
14297.0,18,62,7641.87,4,3,3,433,10,Loyal
14298.0,9,1637,636167.17,4,4,4,444,12,Loyal
14299.0,9,144,25087.2,4,4,4,444,12,Loyal
14300.0,19,19,830.16,4,1,1,411,6,At Risk
14301.0,118,13,6868.08,2,1,3,213,6,At Risk
14304.0,223,17,1817.6,1,1,1,111,3,Churned
14305.0,54,237,18146.22,3,4,4,344,11,Loyal
14306.0,52,33,13040.04,3,2,4,324,9,Potential
14307.0,89,180,23794.13,2,4,4,244,10,Loyal
14309.0,9,117,17912.71,4,3,4,434,11,Loyal
14311.0,243,20,1814.3,1,2,1,121,4,Churned
14312.0,47,87,11767.539999999999,3,3,3,333,9,Potential
14314.0,107,8,3156.88,2,1,2,212,5,Churned
14315.0,45,101,10705.71,3,3,3,333,9,Potential
14316.0,284,16,242.03,1,1,1,111,3,Churned
14317.0,65,24,2829.64,2,2,2,222,6,At Risk
